WERKS,EQUNR,EMATN,DATAB,DATBI,MAABC,MENGE,LEADTIME,cut_date,operate_day,k,demand_peryear,Anper
F601,F5A-101B,6082810,2016-01-01,2099-12-31,B,7.0,228.0,2021-12-31,2191,6.0,1.1666666666666667,PSP
F601,F6A-141D,6082810,2016-06-21,2099-12-31,B,20.0,228.0,2021-12-31,2019,6.0,3.3333333333333335,PSP
F601,F3A-1107JCT,6086318,2016-05-23,2099-12-31,B,1.0,504.6666666666667,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1110JA,6086318,2016-05-23,2099-12-31,B,2.0,504.6666666666667,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201JA,6086318,2016-05-23,2099-12-31,B,2.0,504.6666666666667,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4A-1110JBT,6086318,2016-05-23,2099-12-31,B,1.0,504.6666666666667,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4A-201J,6086318,2016-01-01,2099-12-31,B,1.0,504.6666666666667,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-1107JCT,6087496,2016-05-23,2099-12-31,B,2.0,377.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4A-1110JAT,6087496,2016-05-23,2099-12-31,B,1.0,377.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1108JT,6087868,2016-05-23,2099-12-31,B,1.0,395.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-110F,6086564,2016-05-23,2099-12-31,B,2.0,349.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F5A-150E,6086564,2016-05-23,2099-12-31,B,24.0,349.5,2021-12-31,2048,6.0,4.0,PSP
F601,F6A-103JJ1A,6086564,2016-01-01,2099-12-31,B,2.0,349.5,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3A-1110JA,6082006,2016-05-23,2099-12-31,B,2.0,427.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F5A-101L,6082006,2016-01-01,2099-12-31,B,12.0,427.0,2021-12-31,2191,6.0,2.0,PSP
F601,F5O-5004J,6082006,2021-01-26,2099-12-31,B,10.0,427.0,2021-12-31,339,1.0,10.0,PSP
F601,F5O-5204U,6082006,2021-01-26,2099-12-31,B,2.0,427.0,2021-12-31,339,1.0,2.0,PSP
F601,F5U-FF301,6082006,2016-06-21,2099-12-31,B,4.0,427.0,2021-12-31,2019,6.0,0.6666666666666666,PSP
F601,F5U-FJ301B,6082006,2021-01-08,2099-12-31,B,6.0,427.0,2021-12-31,357,1.0,6.0,PSP
F601,F6O-6103L,6082006,2016-09-26,2099-12-31,B,6.0,427.0,2021-12-31,1922,5.0,1.2,PSP
F601,F3A-1110JA,6085777,2016-05-23,2099-12-31,B,2.0,196.33333333333334,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4O-4006JGB,6085777,2021-01-26,2099-12-31,B,2.0,196.33333333333334,2021-12-31,339,1.0,2.0,PSP
F601,F5A-RV701,6085777,2016-05-23,2099-12-31,B,1.0,196.33333333333334,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1110JA,6085893,2016-05-23,2099-12-31,B,2.0,369.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F5A-140JB,6085893,2016-05-23,2099-12-31,B,4.0,369.0,2021-12-31,2048,6.0,0.6666666666666666,PSP
F601,F3A-1110JA,6087502,2016-05-23,2099-12-31,B,8.0,168.0,2021-12-31,2048,6.0,1.3333333333333333,PSP
F601,F3A-1110JCT,6082465,2016-05-23,2099-12-31,B,2.0,307.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F5U-GB101HP,6082465,2016-06-21,2099-12-31,B,1.0,307.5,2021-12-31,2019,6.0,0.16666666666666666,PSP
F601,F3A-1111C,6086529,2016-05-23,2099-12-31,B,26.0,261.3333333333333,2021-12-31,2048,6.0,4.333333333333333,PSP
F601,F3A-125C1,6086529,2016-05-23,2099-12-31,B,16.0,261.3333333333333,2021-12-31,2048,6.0,2.6666666666666665,PSP
F601,F3A-THIC93,6086529,2016-01-01,2099-12-31,B,8.0,261.3333333333333,2021-12-31,2191,6.0,1.3333333333333333,PSP
F601,F5U-DC101,6086529,2016-06-21,2099-12-31,B,5.0,261.3333333333333,2021-12-31,2019,6.0,0.8333333333333334,PSP
F601,F3A-1111C,6086536,2016-05-23,2099-12-31,B,4.0,480.0,2021-12-31,2048,6.0,0.6666666666666666,PSP
F601,F5A-101J,6086536,2016-01-01,2099-12-31,B,2.0,480.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F5O-5003U,6086536,2021-01-26,2099-12-31,B,2.0,480.0,2021-12-31,339,1.0,2.0,PSP
F601,F3A-1111C,6086572,2016-05-23,2099-12-31,B,10.0,173.0,2021-12-31,2048,6.0,1.6666666666666667,PSP
F601,F5A-108D,6086572,2016-01-01,2099-12-31,B,6.0,173.0,2021-12-31,2191,6.0,1.0,PSP
F601,F3A-1111C,6086935,2016-05-23,2099-12-31,B,1.0,208.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4A-101B,6086935,2016-01-01,2099-12-31,B,2.0,208.5,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3A-112JT,6088003,2016-05-23,2099-12-31,B,1.0,378.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5A-201JAT,6088003,2016-01-01,2099-12-31,B,1.0,378.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-112JT,6095400,2016-05-23,2099-12-31,B,2.0,301.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-112JT,6101738,2016-05-23,2099-12-31,B,2.0,198.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-3101JM,6101738,2016-05-23,2099-12-31,B,2.0,198.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-114C,6086711,2016-05-23,2099-12-31,B,1.0,222.33333333333334,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3U-UEA401,6086711,2016-05-23,2099-12-31,B,2.0,222.33333333333334,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-114C,6086770,2016-05-23,2099-12-31,B,2.0,286.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-114C,6086771,2016-05-23,2099-12-31,B,2.0,316.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-1151C,6081238,2016-05-23,2099-12-31,B,1.0,369.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6081239,2016-05-23,2099-12-31,B,2.0,369.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-1151C,6081240,2016-05-23,2099-12-31,B,1.0,369.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6081241,2016-05-23,2099-12-31,B,1.0,369.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6081242,2016-05-23,2099-12-31,B,1.0,369.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6086774,2016-05-23,2099-12-31,B,1.0,209.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6086775,2016-05-23,2099-12-31,B,1.0,209.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1151C,6086776,2016-05-23,2099-12-31,B,4.0,209.0,2021-12-31,2048,6.0,0.6666666666666666,PSP
F601,F3A-1151C,6086777,2016-05-23,2099-12-31,B,1.0,209.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-1153C,6086957,2016-05-23,2099-12-31,B,2.0,279.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-1153C,6086958,2016-05-23,2099-12-31,B,1.0,173.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-115C,6083028,2016-05-23,2099-12-31,B,6.0,581.0,2021-12-31,2048,6.0,1.0,PSP
F601,F3U-UEA405A,6083028,2016-05-23,2099-12-31,B,4.0,581.0,2021-12-31,2048,6.0,0.6666666666666666,PSP
F601,F4U-UFF-301,6083028,2016-05-23,2099-12-31,B,2.0,581.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4U-UGA202AM,6083028,2016-05-23,2099-12-31,B,5.0,581.0,2021-12-31,2048,6.0,0.8333333333333334,PSP
F601,F4U-WGA-601B,6083028,2016-01-01,2099-12-31,B,2.0,581.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3A-115C,6086938,2016-05-23,2099-12-31,B,1.0,193.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-115C,6086943,2016-05-23,2099-12-31,B,1.0,286.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-116C,6086883,2016-05-23,2099-12-31,B,1.0,613.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-116C,6086884,2016-05-23,2099-12-31,B,1.0,446.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-124C,6085317,2016-05-23,2099-12-31,B,2.0,248.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4A-119F,6085317,2016-05-23,2099-12-31,B,1.0,248.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F6A-161J,6085317,2016-01-01,2099-12-31,B,1.0,248.5,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-124J,6157269,2016-05-23,2099-12-31,B,1.0,211.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-125C2,6154360,2016-05-23,2099-12-31,B,1.0,402.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5U-FJ301B,6154360,2021-01-08,2099-12-31,B,1.0,402.0,2021-12-31,357,1.0,1.0,PSP
F601,F3A-126C,6086792,2016-05-23,2099-12-31,B,2.0,208.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4A-101B,6086792,2016-01-01,2099-12-31,B,4.0,208.5,2021-12-31,2191,6.0,0.6666666666666666,PSP
F601,F3A-201C1,6086719,2016-05-23,2099-12-31,B,2.0,184.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086720,2016-05-23,2099-12-31,B,2.0,184.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086721,2016-05-23,2099-12-31,B,2.0,184.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086805,2016-05-23,2099-12-31,B,2.0,352.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086809,2016-05-23,2099-12-31,B,2.0,352.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086814,2016-05-23,2099-12-31,B,2.0,433.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201C1,6086819,2016-05-23,2099-12-31,B,2.0,352.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-201J,6087504,2016-05-23,2099-12-31,B,1.0,169.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4A-1107JB,6087504,2016-05-23,2099-12-31,B,1.0,169.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4A-201J,6087504,2016-01-01,2099-12-31,B,1.0,169.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F4U-UGF-201-D,6087504,2016-05-23,2099-12-31,B,1.0,169.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-201J,6093692,2016-05-23,2099-12-31,B,2.0,301.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F4A-103J-INST,6093692,2016-05-23,2099-12-31,B,1.0,301.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F6P-2001BO,6093692,2021-01-26,2099-12-31,B,1.0,301.0,2021-12-31,339,1.0,1.0,PSP
F601,FPU-2852LC,6093692,2016-06-09,2099-12-31,B,1.0,301.0,2021-12-31,2031,6.0,0.16666666666666666,PSP
F601,F3A-201JAT,6086342,2016-05-23,2099-12-31,B,1.0,345.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-3101J,6086342,2016-05-23,2099-12-31,B,1.0,345.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3O-3201J,6086342,2021-01-26,2099-12-31,B,1.0,345.0,2021-12-31,339,1.0,1.0,PSP
F601,F4A-4101J,6086342,2016-05-23,2099-12-31,B,2.0,345.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-202C,6086716,2016-01-01,2099-12-31,B,2.0,140.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3A-203C,6086898,2016-01-01,2099-12-31,B,2.0,184.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3A-3101FHT,6093839,2016-05-23,2099-12-31,B,1.0,182.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4U-UJF-301,6093839,2016-05-23,2099-12-31,B,1.0,182.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-3103L,6093750,2016-05-23,2099-12-31,B,1.0,289.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-M203,6093750,2016-12-19,2099-12-31,B,1.0,289.5,2021-12-31,1838,5.0,0.2,PSP
F601,F3U-UGB101B,6093750,2016-01-01,2099-12-31,B,1.0,289.5,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-3103L,6154081,2016-05-23,2099-12-31,B,5.0,357.0,2021-12-31,2048,6.0,0.8333333333333334,PSP
F601,F3A-3103L,6178934,2016-05-23,2099-12-31,B,2.0,407.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-3103LJ,6088642,2016-05-23,2099-12-31,B,5.0,660.0,2021-12-31,2048,6.0,0.8333333333333334,PSP
F601,F3A-4301J,6090914,2016-12-19,2099-12-31,B,1.0,181.0,2021-12-31,1838,5.0,0.2,PSP
F601,F3U-LIC602,6090914,2016-01-01,2099-12-31,B,1.0,181.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3U-UIA302,6090914,2016-05-23,2099-12-31,B,1.0,181.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-C211,6090973,2016-05-23,2099-12-31,B,1.0,282.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5A-101B,6090973,2016-01-01,2099-12-31,B,1.0,282.5,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F5A-101E,6090973,2016-05-23,2099-12-31,B,1.0,282.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5A-103L,6090973,2016-05-23,2099-12-31,B,1.0,282.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5A-104E,6090973,2016-05-23,2099-12-31,B,2.0,282.5,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F5A-108D,6090973,2016-01-01,2099-12-31,B,1.0,282.5,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F6A-131JX,6090973,2016-01-01,2099-12-31,B,1.0,282.5,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-C211,6091683,2016-05-23,2099-12-31,B,1.0,359.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-C221,6090934,2016-05-23,2099-12-31,B,1.0,275.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5U-FA102,6090934,2016-06-21,2099-12-31,B,1.0,275.0,2021-12-31,2019,6.0,0.16666666666666666,PSP
F601,F3A-E234,6093728,2016-05-23,2099-12-31,B,2.0,286.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3A-FCV-2,6166299,2016-05-23,2099-12-31,B,4.0,197.0,2021-12-31,2048,6.0,0.6666666666666666,PSP
F601,F3A-FCV-3B,6093011,2016-12-19,2099-12-31,B,1.0,362.5,2021-12-31,1838,5.0,0.2,PSP
F601,F4A-TCV-11,6093011,2016-05-23,2099-12-31,B,1.0,362.5,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-FCV128,6157164,2016-05-23,2099-12-31,B,1.0,354.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-FRC67B,6093726,2016-05-23,2099-12-31,B,1.0,216.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3U-GEN-PG-TG-TC,6093726,2016-01-01,2099-12-31,B,1.0,216.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F4U-UEA-152B,6093726,2016-01-01,2099-12-31,B,2.0,216.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F4U-WGA-601A,6093726,2016-01-01,2099-12-31,B,2.0,216.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F5A-108JT,6093726,2016-06-15,2099-12-31,B,1.0,216.0,2021-12-31,2025,6.0,0.16666666666666666,PSP
F601,F3A-GEN-PG-TG-TC,6093861,2016-01-01,2099-12-31,B,2.0,238.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F4A-PANEL,6093861,2016-05-23,2099-12-31,B,1.0,238.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F4U-UDC101,6093861,2016-01-01,2099-12-31,B,1.0,238.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F6A-101BJT,6093861,2016-01-01,2099-12-31,B,1.0,238.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-LC78,6154373,2016-05-23,2099-12-31,B,1.0,350.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-LC97,6091689,2016-05-23,2099-12-31,B,1.0,373.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-LIC-303,6093008,2016-05-23,2099-12-31,B,1.0,355.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-LLA122,6090726,2016-01-01,2099-12-31,B,1.0,327.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F4A-HLA-101,6090726,2016-05-23,2099-12-31,B,1.0,327.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3A-MIC201,6091540,2018-11-12,2099-12-31,B,2.0,365.0,2021-12-31,1145,3.0,0.6666666666666666,PSP
F601,F4A-201E,6091540,2016-01-01,2099-12-31,B,1.0,365.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F4A-LIC205,6091540,2016-01-01,2099-12-31,B,1.0,365.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-MIC201,6091559,2018-11-12,2099-12-31,B,1.0,365.0,2021-12-31,1145,3.0,0.3333333333333333,PSP
F601,F4A-LIC205,6091559,2016-01-01,2099-12-31,B,1.0,365.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3A-P212B,6154779,2016-05-23,2099-12-31,B,3.0,290.0,2021-12-31,2048,6.0,0.5,PSP
F601,F3N-C201,6102078,2021-03-04,2099-12-31,B,2.0,93.0,2021-12-31,302,1.0,2.0,PSP
F601,FPU-6810V1,6102078,2016-01-01,2099-12-31,B,1.0,93.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3N-C203,6082716,2021-03-04,2099-12-31,B,50.0,421.0,2021-12-31,302,1.0,50.0,PSP
F601,F3O-3209JLOCB,6082716,2021-01-26,2099-12-31,B,100.0,421.0,2021-12-31,339,1.0,100.0,PSP
F601,F3U-UDA201,6082716,2016-01-01,2099-12-31,B,2.0,421.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3U-WIS301,6082716,2017-01-16,2099-12-31,B,30.0,421.0,2021-12-31,1810,5.0,6.0,PSP
F601,F4A-201JT,6082716,2016-01-01,2099-12-31,B,8.0,421.0,2021-12-31,2191,6.0,1.3333333333333333,PSP
F601,F4O-4204U4,6082716,2021-01-26,2099-12-31,B,40.0,421.0,2021-12-31,339,1.0,40.0,PSP
F601,F5O-5006L,6082716,2016-06-21,2099-12-31,B,4.0,421.0,2021-12-31,2019,6.0,0.6666666666666666,PSP
F601,FPU-M-2870LA-LV,6082716,2021-11-12,2099-12-31,B,10.0,421.0,2021-12-31,49,1.0,10.0,PSP
F601,FPU-M-2870LB-LT,6082716,2021-11-12,2099-12-31,B,25.0,421.0,2021-12-31,49,1.0,25.0,PSP
F601,F3N-F202,6081858,2021-03-04,2099-12-31,B,40.0,513.5,2021-12-31,302,1.0,40.0,PSP
F601,F3U-WGA601A,6081858,2016-01-01,2099-12-31,B,40.0,513.5,2021-12-31,2191,6.0,6.666666666666667,PSP
F601,F5O-5006L,6081858,2016-06-21,2099-12-31,B,16.0,513.5,2021-12-31,2019,6.0,2.6666666666666665,PSP
F601,F5U-DA201,6081858,2016-06-21,2099-12-31,B,30.0,513.5,2021-12-31,2019,6.0,5.0,PSP
F601,F5U-GF201D,6081858,2016-06-21,2099-12-31,B,6.0,513.5,2021-12-31,2019,6.0,1.0,PSP
F601,F6A-101B,6081858,2016-01-01,2099-12-31,B,40.0,513.5,2021-12-31,2191,6.0,6.666666666666667,PSP
F601,F6A-102JJ1A,6081858,2016-01-01,2099-12-31,B,20.0,513.5,2021-12-31,2191,6.0,3.3333333333333335,PSP
F601,F6P-PLCASHHL,6081858,2021-01-26,2099-12-31,B,30.0,513.5,2021-12-31,339,1.0,30.0,PSP
F601,F3N-F202,6187970,2021-03-04,2099-12-31,B,1.0,282.0,2021-12-31,302,1.0,1.0,PSP
F601,F3N-M107,6087474,2021-03-04,2099-12-31,B,25.0,219.0,2021-12-31,302,1.0,25.0,PSP
F601,F3N-M209,6182381,2021-03-04,2099-12-31,B,1.0,229.0,2021-12-31,302,1.0,1.0,PSP
F601,F3N-M217,6179800,2021-03-04,2099-12-31,B,1.0,364.0,2021-12-31,302,1.0,1.0,PSP
F601,F3N-M218,6178571,2021-03-04,2099-12-31,B,1.0,271.0,2021-12-31,302,1.0,1.0,PSP
F601,F3O-3001F,6085018,2021-01-26,2099-12-31,B,2.0,379.0,2021-12-31,339,1.0,2.0,PSP
F601,F3O-3001F,6093286,2021-01-26,2099-12-31,B,2.0,89.0,2021-12-31,339,1.0,2.0,PSP
F601,F3O-3005UA,6093286,2021-01-26,2099-12-31,B,3.0,89.0,2021-12-31,339,1.0,3.0,PSP
F601,F5A-5103L,6093286,2016-05-23,2099-12-31,B,1.0,89.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5O-5006F,6093286,2016-06-21,2099-12-31,B,1.0,89.0,2021-12-31,2019,6.0,0.16666666666666666,PSP
F601,F5U-GB101,6093286,2016-06-21,2099-12-31,B,1.0,89.0,2021-12-31,2019,6.0,0.16666666666666666,PSP
F601,F3O-3001F,6093889,2021-01-26,2099-12-31,B,1.0,305.0,2021-12-31,339,1.0,1.0,PSP
F601,F3U-UDC101,6093889,2016-01-01,2099-12-31,B,1.0,305.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F4O-4209JALOM,6093889,2021-01-26,2099-12-31,B,1.0,305.0,2021-12-31,339,1.0,1.0,PSP
F601,F4U-WGA-602B,6093889,2016-01-01,2099-12-31,B,2.0,305.0,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F5A-101JLF3,6093889,2016-06-15,2099-12-31,B,3.0,305.0,2021-12-31,2025,6.0,0.5,PSP
F601,F5A-104JLO,6093889,2016-05-23,2099-12-31,B,1.0,305.0,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5O-5201J,6093889,2021-01-26,2099-12-31,B,1.0,305.0,2021-12-31,339,1.0,1.0,PSP
F601,F6P-4001JC,6093889,2021-01-26,2099-12-31,B,2.0,305.0,2021-12-31,339,1.0,2.0,PSP
F601,F3O-3002JAM,6084803,2016-01-01,2099-12-31,B,1.0,303.0,2021-12-31,2191,6.0,0.16666666666666666,PSP
F601,F3O-3003J,6081209,2021-01-26,2099-12-31,C,1.0,360.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3003J,6086329,2021-01-26,2099-12-31,B,1.0,252.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3003JA,6086329,2021-01-26,2099-12-31,B,2.0,252.0,2021-12-31,339,1.0,2.0,PSP
F601,F3O-3003J,6168522,2021-01-26,2099-12-31,B,1.0,160.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3003JA,6086500,2021-01-26,2099-12-31,B,2.0,237.0,2021-12-31,339,1.0,2.0,PSP
F601,F3U-UFA702,6086500,2016-05-23,2099-12-31,B,20.0,237.0,2021-12-31,2048,6.0,3.3333333333333335,PSP
F601,F3O-3003JA,6088464,2021-01-26,2099-12-31,B,1.0,286.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3005J,6083857,2016-05-23,2099-12-31,B,1.0,183.66666666666666,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3U-UGA102A,6083857,2016-05-23,2099-12-31,B,1.0,183.66666666666666,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F5O-5006F,6083857,2016-06-21,2099-12-31,B,1.0,183.66666666666666,2021-12-31,2019,6.0,0.16666666666666666,PSP
F601,F3O-3005J,6084268,2016-05-23,2099-12-31,B,1.0,188.66666666666666,2021-12-31,2048,6.0,0.16666666666666666,PSP
F601,F3O-3005UA,6085006,2021-01-26,2099-12-31,B,3.0,275.0,2021-12-31,339,1.0,3.0,PSP
F601,F4O-4006UA,6085006,2021-01-26,2099-12-31,B,3.0,275.0,2021-12-31,339,1.0,3.0,PSP
F601,F3O-3005UA,6085010,2021-01-26,2099-12-31,B,2.0,566.0,2021-12-31,339,1.0,2.0,PSP
F601,F3O-3005UC,6084867,2021-01-26,2099-12-31,B,2.0,465.0,2021-12-31,339,1.0,2.0,PSP
F601,F4O-4004U-INST,6084867,2021-01-26,2099-12-31,B,1.0,465.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3005UC,6085024,2021-01-26,2099-12-31,B,1.0,516.0,2021-12-31,339,1.0,1.0,PSP
F601,F5O-5003JMA,6085024,2021-01-26,2099-12-31,B,1.0,516.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3006J,6083807,2021-01-26,2099-12-31,B,2.0,228.5,2021-12-31,339,1.0,2.0,PSP
F601,F4O-4202UF,6083807,2021-01-26,2099-12-31,B,1.0,228.5,2021-12-31,339,1.0,1.0,PSP
F601,F5O-5205J,6083807,2021-01-26,2099-12-31,B,1.0,228.5,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3006UA,6084168,2021-01-26,2099-12-31,B,1.0,240.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3007U,6088460,2021-01-26,2099-12-31,B,1.0,353.0,2021-12-31,339,1.0,1.0,PSP
F601,F3O-3007U,6088466,2021-01-26,2099-12-31,B,8.0,208.0,2021-12-31,339,1.0,8.0,PSP
F601,F3O-3007UJT,6088466,2021-01-26,2099-12-31,B,8.0,208.0,2021-12-31,339,1.0,8.0,PSP
F601,F3O-3007U-DMP,6092168,2016-05-23,2099-12-31,B,2.0,239.33333333333334,2021-12-31,2048,6.0,0.3333333333333333,PSP
F601,F3U-LCV203,6092168,2016-01-01,2099-12-31,B,3.0,239.33333333333334,2021-12-31,2191,6.0,0.5,PSP
F601,F5O-6007U,6092168,2021-01-26,2099-12-31,B,2.0,239.33333333333334,2021-12-31,339,1.0,2.0,PSP
F601,F5O-FT3201,6092168,2021-01-26,2099-12-31,B,2.0,239.33333333333334,2021-12-31,339,1.0,2.0,PSP
F601,F6A-106L,6092168,2016-01-01,2099-12-31,B,2.0,239.33333333333334,2021-12-31,2191,6.0,0.3333333333333333,PSP
F601,F3O-3007U-DMP,6199255,2016-05-23,2099-12-31,B,2.0,237.0,2021-12-31,2048,6.0,0.3333333333333333,PSP
